bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1769889,2035,SB717,1,Introduced,2023-06-02,"In preliminary provisions, adopting the Uniform Electronic Recordation of Custodial Interrogations Act; requiring recordings of interrogations; and imposing functions on the Attorney General.","An Act amending Title 44 (Law and Justice) of the Pennsylvania Consolidated Statutes, in preliminary provisions, adopting the Uniform Electronic Recordation of Custodial Interrogations Act; requiring recordings of interrogations; and imposing functions on the Attorney General.",77,"Senate Judiciary",2023-06-02,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB717/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=717
1769444,2035,SB718,1,Introduced,2023-05-31,"In consolidated county assessment, further providing for appeals by taxing districts and providing for standards of redress in appeals.","An Act amending Title 53 (Municipalities Generally) of the Pennsylvania Consolidated Statutes, in consolidated county assessment, further providing for appeals by taxing districts and providing for standards of redress in appeals.",86,"Senate Urban Affairs & Housing",2023-05-31,"Referred to URBAN AFFAIRS AND HOUSING",https://legiscan.com/PA/bill/SB718/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=718
1769679,2035,SB719,1,Introduced,2023-06-01,"In games of chance, providing for online raffles by fire companies.","An Act amending the act of December 19, 1988 (P.L.1262, No.156), known as the Local Option Small Games of Chance Act, in games of chance, providing for online raffles by fire companies.",70,"Senate Community, Economic & Recreational Development",2023-06-01,"Referred to COMMUNITY, ECONOMIC AND RECREATIONAL DEVELOPMENT",https://legiscan.com/PA/bill/SB719/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=719
1769849,2035,SB720,1,Introduced,2023-06-02,"In powers and duties of the Department of Public Instruction and its departmental administrative boards and commissions, further providing for collective bargaining.","An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, in powers and duties of the Department of Public Instruction and its departmental administrative boards and commissions, further providing for collective bargaining.",78,"Senate Labor & Industry",2023-06-02,"Referred to LABOR AND INDUSTRY",https://legiscan.com/PA/bill/SB720/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=720
1769839,2035,SB721,4,Passed,2024-06-10,"Establishing the Women, Infants and Children State Advisory Board.","An Act establishing the Women, Infants and Children State Advisory Board.",0,,2024-06-10,"Act No. 22 of 2024",https://legiscan.com/PA/bill/SB721/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=721
1769871,2035,SB722,1,Introduced,2023-06-02,"Further providing for program operation; and making an appropriation.","An Act amending the act of July 10, 1986 (P.L.1396, No.121), known as the Women's, Infants' and Children's Nutrition Improvement Act, further providing for program operation; and making an appropriation.",3551,"Senate Health & Human Services",2023-06-02,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB722/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=722
1769853,2035,SB723,1,Introduced,2023-06-02,"In ethics standards and financial disclosure, further providing for restricted activities.","An Act amending Title 65 (Public Officers) of the Pennsylvania Consolidated Statutes, in ethics standards and financial disclosure, further providing for restricted activities.",0,,2023-10-25,"Laid on the table (Pursuant to Senate Rule 9)",https://legiscan.com/PA/bill/SB723/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=723
1769845,2035,SB725,1,Introduced,2023-06-02,"In lobbying disclosure, further providing for prohibited activities.","An Act amending Title 65 (Public Officers) of the Pennsylvania Consolidated Statutes, in lobbying disclosure, further providing for prohibited activities.",84,"Senate State Government",2023-06-02,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/SB725/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=725
1769866,2035,SB726,1,Introduced,2023-06-02,"Further providing for definitions, for proposed regulations and procedures for review and for final-form regulations and final-omitted regulations and procedures for review; providing for regulations deemed withdrawn; further providing for procedures for subsequent review of disapproved final-form or final-omitted regulations; providing for concurrent resolution required for economically significant regulations; further providing for existing regulations; and providing for State agency regulatory compliance officers and for Independent Office of the Repealer.","An Act amending the act of June 25, 1982 (P.L.633, No.181), known as the Regulatory Review Act, further providing for definitions, for proposed regulations and procedures for review and for final-form regulations and final-omitted regulations and procedures for review; providing for regulations deemed withdrawn; further providing for procedures for subsequent review of disapproved final-form or final-omitted regulations; providing for concurrent resolution required for economically significant regulations; further providing for existing regulations; and providing for State agency regulatory compliance officers and for Independent Office of the Repealer.",2552,"Senate Intergovernmental Operations",2023-06-02,"Referred to INTERGOVERNMENTAL OPERATIONS",https://legiscan.com/PA/bill/SB726/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=726
1769887,2035,SB727,1,Introduced,2023-06-02,"Providing for optional application of act.","An Act amending the act of August 15, 1961 (P.L.987, No.442), known as the Pennsylvania Prevailing Wage Act, providing for optional application of act.",78,"Senate Labor & Industry",2023-06-02,"Referred to LABOR AND INDUSTRY",https://legiscan.com/PA/bill/SB727/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=727
1769891,2035,SB728,1,Introduced,2023-06-02,"Establishing the Keystone Saves Program, the Keystone Saves Program Fund, the Keystone Saves Program Administrative Fund and the Keystone Saves Program Advisory Board; and providing for powers and duties of the Treasury Department and the Department of Labor and Industry, for investment and fiduciary responsibilities and for program implementation.","An Act establishing the Keystone Saves Program, the Keystone Saves Program Fund, the Keystone Saves Program Administrative Fund and the Keystone Saves Program Advisory Board; and providing for powers and duties of the Treasury Department and the Department of Labor and Industry, for investment and fiduciary responsibilities and for program implementation.",75,"Senate Finance",2023-06-02,"Referred to FINANCE",https://legiscan.com/PA/bill/SB728/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=728
1769848,2035,SB729,1,Introduced,2023-06-02,"In dates of elections and primaries and special elections, further providing for municipal primary and officers to be nominated and providing for authorization of ranked choice voting in municipal elections.","An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in dates of elections and primaries and special elections, further providing for municipal primary and officers to be nominated and providing for authorization of ranked choice voting in municipal elections.",84,"Senate State Government",2023-06-02,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/SB729/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=729
1769868,2035,SB730,1,Introduced,2023-06-02,"Providing for the Jayanna Powell Hit-and-Run Direct Notification System and for definitions; requiring registration of motor vehicle repair facilities; and imposing penalties.","An Act providing for the Jayanna Powell Hit-and-Run Direct Notification System and for definitions; requiring registration of motor vehicle repair facilities; and imposing penalties.",66,"Senate Appropriations",2023-06-22,"Re-referred to APPROPRIATIONS",https://legiscan.com/PA/bill/SB730/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=730
1769879,2035,SB731,1,Introduced,2023-06-02,"Establishing the Office of Health Equity and the Office of Health Equity Advisory Committee; and imposing duties on the Department of Health.","An Act establishing the Office of Health Equity and the Office of Health Equity Advisory Committee; and imposing duties on the Department of Health.",3551,"Senate Health & Human Services",2023-06-02,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB731/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=731
